,Unnamed: 0.1,Unnamed: 0,poster,title,certificate,runtime,genre,rating,about,director,stars,votes,gross_earn,clean about
4174,4174,4174,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hunting party,15,101 min,"['adventure', 'comedy', 'drama']",6.8,"A young journalist, a seasoned cameraman and a discredited war correspondent embark on an unauthorized mission to find the No.1 war criminal in Bosnia. However, their extremely dangerous target decides to come after them.",richard shepard,"('Richard Gere',), ('Terrence Howard',), ('Jesse Eisenberg',), ('Gordana Vukres',)","25,471",$0.97M,"['young', 'journalist', 'seasoned', 'cameraman', 'discredited', 'war', 'correspondent', 'embark', 'unauthorized', 'mission', 'find', 'no1', 'war', 'criminal', 'bosnia', 'however', 'extremely', 'dangerous', 'target', 'decides', 'come']"
4175,4175,4175,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,bulworth,18,108 min,"['comedy', 'drama', 'romance']",6.8,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,warren beatty,"('Warren Beatty',), ('Halle Berry',), ('Kimberly Deauna Adams',), ('Vinny Argiro',)","26,294",$26.53M,"['suicidally', 'disillusioned', 'liberal', 'politician', 'puts', 'contract', 'takes', 'opportunity', 'bluntly', 'honest', 'voters', 'affecting', 'rhythms', 'speech', 'hiphop', 'music', 'culture']"
4176,4176,4176,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,major payne,12,95 min,"['adventure', 'comedy', 'family']",6.2,A recently discharged Major finds himself commanding a group of mismatched Cadets.,nick castle,"('Damon Wayans',), ('Michael Ironside',), ('Bam Bam Bigelow',), ('Joseph Blaire',)","35,619",$29.41M,"['recently', 'discharged', 'major', 'finds', 'commanding', 'group', 'mismatched', 'cadets']"
4177,4177,4177,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,virus,18,99 min,"['action', 'horror', 'sci-fi']",5.0,"After outrunning a typhoon at sea, a strong-willed tugboat navigator and her crew discover a high-tech alien life form that's taken control of a Russian research vessel and aims to destroy on a massive scale.",john bruno,"('Jamie Lee Curtis',), ('Donald Sutherland',), ('William Baldwin',), ('Joanna Pacula',)","28,263",$14.01M,"['outrunning', 'typhoon', 'sea', 'strongwilled', 'tugboat', 'navigator', 'crew', 'discover', 'hightech', 'alien', 'life', 'form', 'thats', 'taken', 'control', 'russian', 'research', 'vessel', 'aims', 'destroy', 'massive', 'scale']"
4178,4178,4178,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,dragon: the bruce lee story,15,119 min,"['action', 'biography', 'drama']",7.0,A fictionalized account of the life of the martial arts superstar.,rob cohen,"('Jason Scott Lee',), ('Lauren Holly',), ('Robert Wagner',), ('Michael Learned',)","31,177",$35.11M,"['fictionalized', 'account', 'life', 'martial', 'arts', 'superstar']"
4179,4179,4179,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,an american in paris,U,114 min,"['drama', 'musical', 'romance']",7.2,Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,vincente minnelli,"('Gene Kelly',), ('Leslie Caron',), ('Oscar Levant',), ('Georges Guétary',)","33,876",$4.50M,"['three', 'friends', 'struggle', 'find', 'work', 'paris', 'things', 'become', 'complicated', 'two', 'fall', 'love', 'woman']"
4180,4180,4180,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,vanishing on 7th street,15,92 min,"['horror', 'mystery', 'thriller']",4.8,"The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is coming for them.",brad anderson,"('Hayden Christensen',), ('Thandiwe Newton',), ('John Leguizamo',), ('Jacob Latimore',)","26,300",$0.02M,"['population', 'detroit', 'almost', 'completely', 'disappeared', 'remain', 'daylight', 'disappears', 'realize', 'dark', 'coming']"
4181,4181,4181,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,gettysburg,PG,259 min,"['drama', 'history', 'war']",7.6,"In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",ron maxwell,"('Tom Berenger',), ('Martin Sheen',), ('Stephen Lang',), ('Richard Jordan',)","29,328",$10.77M,"['1863', 'northern', 'southern', 'forces', 'fight', 'gettysburg', 'decisive', 'battle', 'american', 'civil', 'war']"
4182,4182,4182,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the man,12A,83 min,"['action', 'comedy', 'crime']",5.5,"Special Agent Derrick Vann is a man out to get the man who killed his partner, but a case of mistaken identity leads him to Andy Fiddler, a salesman with too many questions and a knack of getting in Vann's way.",les mayfield,"('Samuel L. Jackson',), ('Eugene Levy',), ('Miguel Ferrer',), ('Luke Goss',)","25,820",$8.33M,"['special', 'agent', 'derrick', 'vann', 'man', 'get', 'man', 'killed', 'partner', 'case', 'mistaken', 'identity', 'leads', 'andy', 'fiddler', 'salesman', 'many', 'questions', 'knack', 'getting', 'vanns', 'way']"
4183,4183,4183,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the changeling,X,107 min,"['horror', 'mystery']",7.2,"After the death of his wife and daughter in a car crash, a music professor staying at a long-vacant Seattle mansion is dragged into a decades-old mystery by an inexplicable presence in the mansion's attic.",peter medak,"('George C. Scott',), ('Trish Van Devere',), ('Melvyn Douglas',), ('Jean Marsh',)","34,795",,"['death', 'wife', 'daughter', 'car', 'crash', 'music', 'professor', 'staying', 'longvacant', 'seattle', 'mansion', 'dragged', 'decadesold', 'mystery', 'inexplicable', 'presence', 'mansions', 'attic']"
4184,4184,4184,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,paan singh tomar,12A,135 min,"['action', 'biography', 'crime']",8.2,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",tigmanshu dhulia,"('Irrfan Khan',), ('Mahie Gill',), ('Rajesh Abhay',), ('Hemendra Dandotiya',)","36,221",$0.04M,"['story', 'paan', 'singh', 'tomar', 'indian', 'athlete', 'seventime', 'national', 'steeplechase', 'champion', 'becomes', 'one', 'feared', 'dacoits', 'chambal', 'valley', 'retirement']"
4185,4185,4185,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,peeping tom,X,101 min,"['drama', 'horror', 'thriller']",7.6,"A young man murders women, using a movie camera to film their dying expressions of terror.",michael powell,"('Karlheinz Böhm',), ('Anna Massey',), ('Moira Shearer',), ('Maxine Audley',)","35,270",$0.08M,"['young', 'man', 'murders', 'women', 'using', 'movie', 'camera', 'film', 'dying', 'expressions', 'terror']"
4186,4186,4186,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,an affair to remember,U,115 min,"['drama', 'romance']",7.4,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,leo mccarey,"('Cary Grant',), ('Deborah Kerr',), ('Richard Denning',), ('Neva Patterson',)","30,503",,"['couple', 'falls', 'love', 'agrees', 'meet', 'six', 'months', 'empire', 'state', 'building', 'happen']"
4187,4187,4187,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,jeune & jolie,18,95 min,"['drama', 'romance']",6.7,"After losing her virginity, Isabelle takes up a secret life as a call girl, meeting her clients for hotel-room trysts. Throughout, she remains curiously aloof, showing little interest in the encounters themselves or the money she makes.",françois ozon,"('Marine Vacth',), ('Géraldine Pailhas',), ('Frédéric Pierrot',), ('Fantin Ravat',)","35,244",$0.05M,"['losing', 'virginity', 'isabelle', 'takes', 'secret', 'life', 'call', 'girl', 'meeting', 'clients', 'hotelroom', 'trysts', 'throughout', 'remains', 'curiously', 'aloof', 'showing', 'little', 'interest', 'encounters', 'money', 'makes']"
4188,4188,4188,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,drop dead fred,12,103 min,"['comedy', 'drama', 'fantasy']",5.9,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,ate de jong,"('Phoebe Cates',), ('Rik Mayall',), ('Marsha Mason',), ('Tim Matheson',)","29,370",$43.88M,"['young', 'woman', 'finds', 'already', 'unstable', 'life', 'rocked', 'presence', 'rambunctious', 'imaginary', 'friend', 'childhood']"
4189,4189,4189,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,police academy 6: city under siege,PG,84 min,"['comedy', 'crime']",4.3,Those bumbling cadets take to the streets when three inept goons successfully orchestrate a metropolitan crime wave.,peter bonerz,"('Bubba Smith',), ('David Graf',), ('Michael Winslow',), ('Leslie Easterbrook',)","31,292",$11.57M,"['bumbling', 'cadets', 'take', 'streets', 'three', 'inept', 'goons', 'successfully', 'orchestrate', 'metropolitan', 'crime', 'wave']"
4190,4190,4190,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,dead again,15,107 min,"['crime', 'drama', 'mystery']",6.8,"A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives.",kenneth branagh,"('Kenneth Branagh',), ('Emma Thompson',), ('Andy Garcia',), ('Lois Hall',)","28,420",$38.02M,"['woman', 'lost', 'memory', 'taken', 'los', 'angeles', 'orphanage', 'private', 'eye', 'enlisted', 'track', 'identity', 'soon', 'finds', 'might', 'past', 'life', 'connection', 'endangers', 'lives']"
4191,4191,4191,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,a fistful of dynamite,AA,157 min,"['drama', 'war', 'western']",7.6,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,sergio leone,"('Rod Steiger',), ('James Coburn',), ('Romolo Valli',), ('Maria Monti',)","34,652",$0.70M,"['lowlife', 'bandit', 'ira', 'explosives', 'expert', 'rebel', 'government', 'become', 'heroes', 'mexican', 'revolution']"
4192,4192,4192,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,see no evil,18,84 min,"['action', 'horror', 'thriller']",5.0,"A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain - a group that includes the cop who put a bullet in Goodnight's head four years ago - band together to survive against the brutal killer.",gregory dark,"('Glenn Jacobs',), ('Christina Vidal',), ('Michael J. Pagan',), ('Samantha Noble',)","27,302",$15.03M,"['group', 'delinquents', 'sent', 'clean', 'blackwell', 'hotel', 'little', 'know', 'reclusive', 'psychopath', 'jacob', 'goodnight', 'holed', 'away', 'rotting', 'hotel', 'one', 'teens', 'captured', 'remain', 'group', 'includes', 'cop', 'put', 'bullet', 'goodnights', 'head', 'four', 'years', 'ago', 'band', 'together', 'survive', 'brutal', 'killer']"
4193,4193,4193,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,dirty dancing: havana nights,PG,86 min,"['drama', 'music', 'romance']",5.9,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.",guy ferland,"('Diego Luna',), ('Romola Garai',), ('Sela Ward',), ('John Slattery',)","28,248",$14.16M,"['high', 'school', 'senior', 'katey', 'moves', 'havana', 'november', '1958', 'dad', 'gets', 'promotion', 'ford', 'meets', 'local', 'waiter', 'introduces', 'sensual', 'cuban', 'musicdance', 'enter', 'big', 'dance', 'contest', 'prize', 'gets', 'fired']"
4194,4194,4194,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,julia's eyes,15,118 min,"['horror', 'mystery', 'thriller']",6.7,The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.,guillem morales,"('Belén Rueda',), ('Lluís Homar',), ('Pablo Derqui',), ('Francesc Orella',)","35,391",,"['story', 'woman', 'slowly', 'losing', 'sight', 'whilst', 'trying', 'investigate', 'mysterious', 'death', 'twin', 'sister']"
4195,4195,4195,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,air america,15,113 min,"['action', 'comedy', 'war']",5.8,A young pilot finds himself recruited unwittingly into a covert and corrupt CIA airlift operation in Laos during the Vietnam conflict.,roger spottiswoode,"('Mel Gibson',), ('Robert Downey Jr.',), ('Nancy Travis',), ('Ken Jenkins',)","28,824",$31.05M,"['young', 'pilot', 'finds', 'recruited', 'unwittingly', 'covert', 'corrupt', 'cia', 'airlift', 'operation', 'laos', 'vietnam', 'conflict']"
4196,4196,4196,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,millions,12A,98 min,"['comedy', 'crime', 'drama']",6.8,"Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of.",danny boyle,"('Alex Etel',), ('James Nesbitt',), ('Daisy Donovan',), ('Lewis McGibbon',)","25,577",$6.58M,"['ethics', 'human', 'soul', 'come', 'fore', '7year', 'old', 'finds', 'bag', 'pounds', 'days', 'currency', 'switched', 'euros', 'learns', 'really', 'made']"
4197,4197,4197,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"yours, mine & ours",PG,88 min,"['comedy', 'family', 'romance']",5.4,"A widowed Coast Guard Admiral and a widowed handbag designer fall in love and marry, much to the dismay of his 8 and her 10 children.",raja gosnell,"('Dennis Quaid',), ('Rene Russo',), (""Jerry O'Connell"",), ('Sean Faris',)","28,595",$53.41M,"['widowed', 'coast', 'guard', 'admiral', 'widowed', 'handbag', 'designer', 'fall', 'love', 'marry', 'much', 'dismay', '10', 'children']"
4198,4198,4198,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,sherlock jr.,U,45 min,"['action', 'comedy', 'romance']",8.2,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",buster keaton,"('Buster Keaton',), ('Kathryn McGuire',), ('Joe Keaton',), ('Erwin Connelly',)","49,517",$0.98M,"['film', 'projectionist', 'longs', 'detective', 'puts', 'meagre', 'skills', 'work', 'framed', 'rival', 'stealing', 'girlfriends', 'fathers', 'pocketwatch']"
4199,4199,4199,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,take the lead,12A,118 min,"['drama', 'music']",6.6,The real story of a dance teacher who believed in the talent of a group of problem kids.,liz friedlander,"('Antonio Banderas',), ('Rob Brown',), ('Yaya DaCosta',), ('Alfre Woodard',)","25,800",$34.74M,"['real', 'story', 'dance', 'teacher', 'believed', 'talent', 'group', 'problem', 'kids']"
4200,4200,4200,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,don't tell mom the babysitter's dead,15,102 min,['comedy'],6.3,Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,stephen herek,"('Christina Applegate',), ('Joanna Cassidy',), ('John Getz',), ('Josh Charles',)","33,656",$25.20M,"['five', 'siblings', 'left', 'alone', 'summer', 'mom', 'leaves', 'town', 'evil', 'babysitter', 'bites', 'dust']"
4201,4201,4201,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,village of the damned,15,98 min,"['horror', 'sci-fi', 'thriller']",5.6,A small town's women give birth to unfriendly alien children posing as humans.,john carpenter,"('Christopher Reeve',), ('Kirstie Alley',), ('Linda Kozlowski',), ('Michael Paré',)","31,817",$9.42M,"['small', 'towns', 'women', 'give', 'birth', 'unfriendly', 'alien', 'children', 'posing', 'humans']"
4202,4202,4202,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,frozen river,15,97 min,"['crime', 'drama']",7.1,"A mom looks for another source of income, when her husband leaves with the money meant for the new mobile home. A nearby Indian territory stretches across the border to Canada with a drivable frozen river between. Smuggling?",courtney hunt,"('Melissa Leo',), ('Misty Upham',), ('Charlie McDermott',), (""Michael O'Keefe"",)","25,738",$2.51M,"['mom', 'looks', 'another', 'source', 'income', 'husband', 'leaves', 'money', 'meant', 'new', 'mobile', 'home', 'nearby', 'indian', 'territory', 'stretches', 'across', 'border', 'canada', 'drivable', 'frozen', 'river', 'smuggling']"
4203,4203,4203,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,hard to kill,18,96 min,"['action', 'crime', 'drama']",5.8,"Left for dead with his wife killed in their house, L.A. Detective Mason Storm will have to make a quick recovery, expose those behind the murder and take revenge.",bruce malmuth,"('Steven Seagal',), ('Kelly LeBrock',), ('William Sadler',), ('Frederick Coffin',)","30,285",$47.41M,"['left', 'dead', 'wife', 'killed', 'house', 'la', 'detective', 'mason', 'storm', 'make', 'quick', 'recovery', 'expose', 'behind', 'murder', 'take', 'revenge']"
4204,4204,4204,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the mosquito coast,PG,117 min,"['adventure', 'drama', 'thriller']",6.6,An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.,peter weir,"('Harrison Ford',), ('Helen Mirren',), ('River Phoenix',), ('Jadrien Steele',)","29,146",$14.30M,"['inventor', 'spurns', 'city', 'life', 'moves', 'family', 'jungles', 'central', 'america', 'make', 'utopia']"
4205,4205,4205,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,dilwale,12A,158 min,"['action', 'comedy', 'drama']",5.0,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",rohit shetty,"('Shah Rukh Khan',), ('Kajol',), ('Varun Dhawan',), ('Kriti Sanon',)","34,742",$4.83M,"['siblings', 'two', 'estranged', 'lovers', 'fall', 'unaware', 'violent', 'past', 'drove', 'apart']"
4206,4206,4206,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,survivor,12A,96 min,"['action', 'crime', 'thriller']",5.6,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.",james mcteigue,"('Milla Jovovich',), ('Pierce Brosnan',), ('Dylan McDermott',), ('Paddy Wallace',)","33,952",,"['foreign', 'service', 'officer', 'london', 'tries', 'prevent', 'terrorist', 'attack', 'set', 'hit', 'new', 'york', 'city', 'forced', 'go', 'run', 'framed', 'crimes', 'commit']"
4207,4207,4207,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the hills have eyes,X,90 min,"['horror', 'thriller']",6.3,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.",wes craven,"('Susan Lanier',), ('Robert Houston',), ('John Steadman',), ('Janus Blythe',)","34,993",$25.00M,"['way', 'california', 'family', 'misfortune', 'car', 'break', 'area', 'closed', 'public', 'inhabited', 'violent', 'savages', 'ready', 'attack']"
4208,4208,4208,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,murder in the first,15,122 min,"['drama', 'thriller']",7.3,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,marc rocco,"('Christian Slater',), ('Kevin Bacon',), ('Gary Oldman',), ('Embeth Davidtz',)","28,583",$17.38M,"['eager', 'idealistic', 'young', 'attorney', 'defends', 'alcatraz', 'prisoner', 'accused', 'murdering', 'fellow', 'inmate', 'extenuating', 'circumstances', 'client', 'spent', 'three', 'years', 'solitary', 'confinement']"
4209,4209,4209,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,black christmas,18,98 min,"['horror', 'mystery', 'thriller']",7.1,"During their Christmas break, a group of sorority girls are stalked by a stranger.",bob clark,"('Olivia Hussey',), ('Keir Dullea',), ('Margot Kidder',), ('John Saxon',)","40,474",$4.05M,"['christmas', 'break', 'group', 'sorority', 'girls', 'stalked', 'stranger']"
4210,4210,4210,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,back to school,15,96 min,"['comedy', 'romance', 'sport']",6.6,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself.",alan metter,"('Rodney Dangerfield',), ('Sally Kellerman',), ('Burt Young',), ('Keith Gordon',)","32,678",$91.26M,"['help', 'discouraged', 'son', 'get', 'college', 'funloving', 'obnoxious', 'rich', 'businessman', 'decides', 'enter', 'school', 'student']"
4211,4211,4211,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,shut up!,12A,85 min,"['comedy', 'crime']",7.1,A tough criminal is arrested after hiding the loot from a Paris armored truck robbery. A talkative dimwit befriends him in prison and escapes with him - chased by police and his evil crime boss.,francis veber,"('Gérard Depardieu',), ('Jean Reno',), ('Richard Berry',), ('André Dussollier',)","28,973",,"['tough', 'criminal', 'arrested', 'hiding', 'loot', 'paris', 'armored', 'truck', 'robbery', 'talkative', 'dimwit', 'befriends', 'prison', 'escapes', 'chased', 'police', 'evil', 'crime', 'boss']"
4212,4212,4212,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,top five,15,102 min,"['comedy', 'romance']",6.4,A comedian tries to make it as a serious actor when his reality television star fiancée talks him into broadcasting their wedding on her television show.,chris rock,"('Chris Rock',), ('Rosario Dawson',), ('Gabrielle Union',), ('Kevin Hart',)","26,781",$25.28M,"['comedian', 'tries', 'make', 'serious', 'actor', 'reality', 'television', 'star', 'fiancée', 'talks', 'broadcasting', 'wedding', 'television', 'show']"
4213,4213,4213,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,sleeping with other people,15,101 min,"['comedy', 'drama', 'romance']",6.5,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",leslye headland,"('Jason Sudeikis',), ('Alison Brie',), ('Jordan Carlos',), ('Margarita Levieva',)","43,968",$0.81M,"['goodnatured', 'womanizer', 'serial', 'cheater', 'form', 'platonic', 'relationship', 'helps', 'reform', 'ways', 'mutual', 'attraction', 'sets']"
4214,4214,4214,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the jane austen book club,12A,106 min,"['comedy', 'drama', 'romance']",6.7,"Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels.",robin swicord,"('Kathy Baker',), ('Hugh Dancy',), ('Amy Brenneman',), ('Maria Bello',)","27,930",$3.57M,"['six', 'californians', 'start', 'club', 'discuss', 'works', 'jane', 'austen', 'find', 'relationships', 'old', 'new', 'begin', 'resemble', '21st', 'century', 'versions', 'novels']"
4215,4215,4215,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,kundun,12,134 min,"['biography', 'drama', 'history']",7.0,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",martin scorsese,"('Tenzin Thuthob Tsarong',), ('Gyurme Tethong',), ('Tulku Jamyang Kunga Tenzin',), ('Tenzin Yeshi Paichang',)","28,256",$5.53M,"['childhood', 'adulthood', 'tibets', 'fourteenth', 'dalai', 'lama', 'deals', 'chinese', 'oppression', 'problems']"
4216,4216,4216,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the santa clause 3: the escape clause,U,97 min,"['adventure', 'comedy', 'family']",4.7,"Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.",michael lembeck,"('Tim Allen',), ('Martin Short',), ('Elizabeth Mitchell',), ('Eric Lloyd',)","37,446",$84.50M,"['santa', 'aka', 'scott', 'calvin', 'faced', 'doubleduty', 'keep', 'new', 'family', 'happy', 'stop', 'jack', 'frost', 'taking', 'christmas']"
4217,4217,4217,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,your sister's sister,15,90 min,"['comedy', 'drama', 'romance']",6.7,Iris invites her friend Jack to stay at her family's island getaway after his brother's death. Jack's drunken encounter with Iris' sister Hannah at their remote cabin kicks off a revealing stretch of days.,lynn shelton,"('Mark Duplass',), ('Emily Blunt',), ('Rosemarie DeWitt',), ('Mike Birbiglia',)","27,550",$1.57M,"['iris', 'invites', 'friend', 'jack', 'stay', 'familys', 'island', 'getaway', 'brothers', 'death', 'jacks', 'drunken', 'encounter', 'iris', 'sister', 'hannah', 'remote', 'cabin', 'kicks', 'revealing', 'stretch', 'days']"
4218,4218,4218,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,hollywood ending,PG-13,112 min,"['comedy', 'romance']",6.5,"A director is forced to work with his ex-wife, who left him for the boss of the studio bankrolling his new film. But the night before the first day of shooting, he develops a case of psychosomatic blindness.",woody allen,"('Woody Allen',), ('Téa Leoni',), ('Bob Dorian',), ('Ivan Martin',)","27,080",$4.84M,"['director', 'forced', 'work', 'exwife', 'left', 'boss', 'studio', 'bankrolling', 'new', 'film', 'night', 'first', 'day', 'shooting', 'develops', 'case', 'psychosomatic', 'blindness']"
4219,4219,4219,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,vanishing point,AA,106 min,"['action', 'crime', 'thriller']",7.2,"During the 1970s, car delivery driver Kowalski delivers hot rods in record time but always runs into trouble with the highway cops.",richard c. sarafian,"('Barry Newman',), ('Cleavon Little',), ('Charlotte Rampling',), ('Dean Jagger',)","28,671",,"['1970s', 'car', 'delivery', 'driver', 'kowalski', 'delivers', 'hot', 'rods', 'record', 'time', 'always', 'runs', 'trouble', 'highway', 'cops']"
4220,4220,4220,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,ned kelly,15,110 min,"['action', 'adventure', 'biography']",6.4,An innocent man becomes one of the most wanted criminals the world has ever known.,gregor jordan,"('Heath Ledger',), ('Orlando Bloom',), ('Geoffrey Rush',), ('Naomi Watts',)","27,100",$0.07M,"['innocent', 'man', 'becomes', 'one', 'wanted', 'criminals', 'world', 'ever', 'known']"
4221,4221,4221,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,bio-dome,12,88 min,['comedy'],4.3,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",jason bloom,"('Pauly Shore',), ('Stephen Baldwin',), ('William Atherton',), ('Denise Dowse',)","27,847",$26.76M,"['moronic', 'best', 'friends', 'get', 'locked', 'inside', 'biodome', 'science', 'experiment', 'along', 'group', 'environmental', 'scientists', 'one', 'year']"
4222,4222,4222,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,what maisie knew,15,99 min,['drama'],7.4,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",scott mcgehee,"('David Siegel',), ('Julianne Moore',), ('Alexander Skarsgård',), ('Steve Coogan',)","27,858",$1.07M,"['new', 'york', 'city', 'young', 'girl', 'caught', 'middle', 'parents', 'bitter', 'custody', 'battle']"
4223,4223,4223,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,cleopatra,A,192 min,"['biography', 'drama', 'history']",7.0,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,joseph l. mankiewicz,"('Elizabeth Taylor',), ('Richard Burton',), ('Rex Harrison',), ('Pamela Brown',)","33,223",$57.78M,"['queen', 'cleopatra', 'vii', 'egypt', 'experiences', 'triumph', 'tragedy', 'attempts', 'resist', 'imperial', 'ambitions', 'rome']"
4224,4224,4224,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,birthday girl,15,93 min,"['comedy', 'crime', 'thriller']",6.0,A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.,jez butterworth,"('Nicole Kidman',), ('Vincent Cassel',), ('Ben Chaplin',), ('Mathieu Kassovitz',)","25,590",$4.92M,"['thirtysomething', 'bank', 'clerk', 'st', 'albans', 'smalltown', 'life', 'exploded', 'arrival', 'russian', 'mailorder', 'bride']"
